City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,esperance,-33.8667,121.9,19.03,71,100,5.48,AU,2023-02-08 21:08:33
289,harrisonburg,38.4496,-78.8689,18.71,34,100,0.98,US,2023-02-08 21:13:36
290,ust-kuyga,70.0167,135.6,-50.06,100,86,2.03,RU,2023-02-08 21:18:08
291,campbell river,50.0163,-125.2446,5.74,93,100,3.09,CA,2023-02-08 21:18:09
292,loutra,39.0569,26.545,2.39,75,40,5.14,GR,2023-02-08 21:18:10
293,juigalpa,12.1063,-85.3645,29.78,55,53,9.32,NI,2023-02-08 21:14:07
294,atar,20.5169,-13.0499,22.46,15,100,3.15,MR,2023-02-08 21:18:10
295,sheridan,44.8333,-106.9173,2.23,65,100,4.12,US,2023-02-08 21:18:11
296,bertinoro,44.1469,12.1389,3.65,68,40,6.69,IT,2023-02-08 21:18:12
297,bandarbeyla,9.4942,50.8122,23.85,81,9,3.94,SO,2023-02-08 21:09:08
298,grants pass,42.439,-123.3284,13.44,69,0,0.45,US,2023-02-08 21:09:50
299,oriximina,-1.7656,-55.8661,25.95,85,93,0.94,BR,2023-02-08 21:18:13
300,norman wells,65.282,-126.8329,-23.46,96,94,2.04,CA,2023-02-08 21:09:26
301,xinpu,34.5997,119.1594,3.75,80,100,3.68,CN,2023-02-08 21:18:14
302,raga,8.4596,25.678,20.88,17,7,1.83,SS,2023-02-08 21:10:45
303,comodoro rivadavia,-45.8667,-67.5,33.92,16,0,7.72,AR,2023-02-08 21:10:58
304,cabo san lucas,22.8909,-109.9124,27.61,35,0,4.12,MX,2023-02-08 21:12:51
305,arraial do cabo,-22.9661,-42.0278,25.92,83,75,2.06,BR,2023-02-08 21:08:23
306,ardatov,55.2421,43.097,-6.85,96,100,2.57,RU,2023-02-08 21:18:15
307,tinaquillo,9.9186,-68.3047,30.04,54,88,3.17,VE,2023-02-08 21:18:16
308,tiksi,71.6872,128.8694,-40.12,99,56,2.58,RU,2023-02-08 21:08:34
309,havoysund,70.9963,24.6622,5.13,58,100,19.29,NO,2023-02-08 21:18:17
310,srednekolymsk,67.45,153.6833,-33.34,97,100,2.98,RU,2023-02-08 21:11:07
311,pevek,69.7008,170.3133,-34.54,100,100,3.5,RU,2023-02-08 21:09:00
312,yabelo,4.8833,38.0833,18.66,31,52,8.56,ET,2023-02-08 21:18:17
313,muriae,-21.1306,-42.3664,22.6,98,100,1.12,BR,2023-02-08 21:18:18
314,mantua,45.1667,10.7833,2.58,62,3,5.36,IT,2023-02-08 21:18:19
315,ust-kut,56.7938,105.7672,-12.47,98,100,1.52,RU,2023-02-08 21:09:55
316,lircay,-12.9896,-74.7205,15.17,56,75,3.09,PE,2023-02-08 21:18:20
317,rockport,28.0206,-97.0544,18.01,100,40,7.2,US,2023-02-08 21:17:18
318,delicias,41.6493,-0.9076,8.26,81,75,0.51,ES,2023-02-08 21:12:48
319,lorengau,-2.0226,147.2712,24.83,87,100,4.39,PG,2023-02-08 21:08:55
320,chauk,20.8833,94.8167,19.2,38,0,1.2,MM,2023-02-08 21:18:20
321,angoram,-4.0625,144.0661,23.35,100,100,0.63,PG,2023-02-08 21:08:36
322,hamina,60.5697,27.1979,1.6,97,100,7.34,FI,2023-02-08 21:18:21
323,freeport,40.6576,-73.5832,12.77,44,0,6.17,US,2023-02-08 21:15:32
324,srednebelaya,50.6594,128.0106,-27.68,100,47,1.05,RU,2023-02-08 21:18:21
325,lagoa,39.05,-27.9833,13.61,59,68,6.05,PT,2023-02-08 21:10:44
326,camacha,33.0833,-16.3333,13.68,67,75,6.17,PT,2023-02-08 21:11:14
327,port augusta,-32.5,137.7667,25.15,23,0,1.61,AU,2023-02-08 21:09:10
328,inongo,-1.95,18.2667,24.33,77,96,3.21,CD,2023-02-08 21:18:22
329,kinston,35.2627,-77.5816,22.18,37,0,2.06,US,2023-02-08 21:14:27
330,longyearbyen,78.2186,15.6401,-3.09,80,100,6.17,SJ,2023-02-08 21:08:51
331,motygino,58.1831,94.7592,-17.63,99,98,1.21,RU,2023-02-08 21:18:23
332,watsa,3.0372,29.5355,20.73,31,27,0.51,CD,2023-02-08 21:18:24
333,acobamba,-11.3525,-75.6594,16.8,66,77,3.85,PE,2023-02-08 21:18:25
334,pau dos ferros,-6.1125,-38.2063,28.02,38,65,0.92,BR,2023-02-08 21:18:25
335,bojnurd,37.4747,57.329,0.97,86,100,9.26,IR,2023-02-08 21:18:26
336,jalu,29.0331,21.5482,12.01,43,98,5.93,LY,2023-02-08 21:11:18
337,mianyang,31.4593,104.7542,8.94,89,100,0.32,CN,2023-02-08 21:18:27
338,merrill,45.1805,-89.6835,8.43,60,0,2.57,US,2023-02-08 21:18:27
339,port macquarie,-31.4333,152.9167,22.72,67,74,2.43,AU,2023-02-08 21:10:38
340,ballitoville,-29.539,31.2144,23.47,83,100,3.6,ZA,2023-02-08 21:18:28
341,oeiras do para,-2.0031,-49.8544,25.47,91,95,0.98,BR,2023-02-08 21:18:29
342,coquimbo,-29.9533,-71.3436,20.85,73,0,6.17,CL,2023-02-08 21:04:31
343,half moon bay,37.4636,-122.4286,19.52,65,0,4.63,US,2023-02-08 21:07:36
344,semnan,35.5729,53.3971,4.39,52,98,2.67,IR,2023-02-08 21:18:30
345,clyde river,70.4692,-68.5914,-33.87,68,20,2.06,CA,2023-02-08 21:18:30
346,cap malheureux,-19.9842,57.6142,26.37,79,13,1.79,MU,2023-02-08 21:11:05
347,richards bay,-28.783,32.0377,22.65,93,96,5.4,ZA,2023-02-08 21:18:31
348,tashtyp,52.7939,89.8983,-12.9,98,100,1.47,RU,2023-02-08 21:18:31
349,sidi ali,36.0998,0.4206,10.08,81,3,3.72,DZ,2023-02-08 21:18:32
350,saint stephen,50.3333,-4.9,7.97,81,100,2.57,GB,2023-02-08 21:18:33
351,grand gaube,-20.0064,57.6608,26.32,79,12,1.79,MU,2023-02-08 21:12:27
352,lisakovsk,52.5369,62.4936,-20.41,96,76,3.59,KZ,2023-02-08 21:18:34
353,thio,-21.6167,166.2167,26.98,85,100,2.19,NC,2023-02-08 21:18:34
354,jaguaruana,-4.8339,-37.7811,27.18,66,40,4.38,BR,2023-02-08 21:18:35
355,fairbanks,64.8378,-147.7164,-14.11,84,100,1.54,US,2023-02-08 21:09:00
356,vila franca do campo,37.7167,-25.4333,13.23,70,84,4.41,PT,2023-02-08 21:11:27
357,broken hill,-31.95,141.4333,24.3,21,0,1.37,AU,2023-02-08 21:08:30
358,muana,-1.5283,-49.2167,26.05,88,99,1.57,BR,2023-02-08 21:11:24
359,prudentopolis,-25.2131,-50.9778,22.92,61,97,0.43,BR,2023-02-08 21:18:36
360,mizdah,31.4451,12.9801,9.81,59,0,13.48,LY,2023-02-08 21:11:02
361,saint anthony,45.0205,-93.218,6.96,55,0,4.63,US,2023-02-08 21:11:59
362,banda aceh,5.5577,95.3222,25.0,83,96,3.19,ID,2023-02-08 21:18:37
363,anito,12.4497,125.2886,24.21,89,100,4.81,PH,2023-02-08 21:18:38
364,dryden,49.7833,-92.7503,3.16,52,100,3.09,CA,2023-02-08 21:18:39
365,tsuruga,35.6455,136.0558,0.35,70,87,5.1,JP,2023-02-08 21:18:39
366,viedma,-40.8135,-62.9967,27.99,24,42,5.32,AR,2023-02-08 21:18:40
367,orocue,4.7912,-71.3354,34.42,33,84,5.41,CO,2023-02-08 21:18:40
368,gornopravdinsk,60.05,69.9,-13.22,95,100,3.16,RU,2023-02-08 21:18:41
369,kilindoni,-7.9139,39.6668,27.25,77,97,4.69,TZ,2023-02-08 21:18:41
370,baoqing,46.3317,132.2111,-23.3,100,81,1.77,CN,2023-02-08 21:18:42
371,kabare,-2.4683,28.8242,16.05,94,79,1.07,CD,2023-02-08 21:18:42
372,beringovskiy,63.05,179.3167,-33.51,96,27,2.38,RU,2023-02-08 21:10:39
373,giyani,-23.3025,30.7187,22.7,85,88,1.23,ZA,2023-02-08 21:18:43
374,severo-kurilsk,50.6789,156.125,-6.17,82,96,5.79,RU,2023-02-08 21:10:37
375,bathsheba,13.2167,-59.5167,25.5,75,23,7.62,BB,2023-02-08 21:10:28
376,batemans bay,-35.7167,150.1833,19.5,96,100,2.94,AU,2023-02-08 21:18:43
377,salalah,17.0151,54.0924,22.05,78,0,1.54,OM,2023-02-08 21:18:10
378,tambopata,-12.7333,-69.1833,22.94,94,75,1.54,PE,2023-02-08 21:18:44
379,japura,-0.3167,102.35,22.45,99,86,0.3,ID,2023-02-08 21:09:42
380,san pedro,14.35,121.0167,24.57,81,75,1.03,PH,2023-02-08 21:18:45
381,quang ngai,15.1167,108.8,21.17,93,44,1.77,VN,2023-02-08 21:18:45
382,tarumovka,44.0761,46.5361,-5.19,96,100,2.88,RU,2023-02-08 21:18:46
383,palora,-1.7,-77.9333,22.06,79,57,0.86,EC,2023-02-08 21:18:46
384,egvekinot,66.3167,-179.1667,-26.84,95,100,2.16,RU,2023-02-08 21:11:58
385,sisophon,13.5859,102.9737,25.83,74,40,2.41,KH,2023-02-08 21:18:47
386,umirim,-3.6772,-39.3503,26.35,68,32,3.36,BR,2023-02-08 21:18:47
387,santa isabel do rio negro,-0.4139,-65.0192,25.62,94,78,1.39,BR,2023-02-08 21:18:48
388,haines junction,60.7522,-137.5108,-9.59,96,97,0.16,CA,2023-02-08 21:08:55
389,rancho palos verdes,33.7445,-118.387,24.97,54,0,3.09,US,2023-02-08 21:18:48
390,tahara,34.6667,137.2667,5.97,2,21,9.63,JP,2023-02-08 21:15:59
391,ayolas,-27.4,-56.9,38.91,17,71,2.33,PY,2023-02-08 21:18:49
392,qasigiannguit,68.8193,-51.1922,-20.86,81,2,2.43,GL,2023-02-08 21:11:37
393,kayerkan,69.3497,87.7602,-22.49,76,100,3.16,RU,2023-02-08 21:18:49
394,baoding,38.8511,115.4903,1.8,44,100,1.82,CN,2023-02-08 21:18:50
395,samur,41.8253,48.486,-1.81,91,100,10.89,RU,2023-02-08 21:18:50
396,los llanos de aridane,28.6585,-17.9182,14.86,75,75,2.06,ES,2023-02-08 21:18:51
397,ucluelet,48.9329,-125.5528,5.17,76,100,4.49,CA,2023-02-08 21:10:04
398,vanavara,60.34,102.2797,-18.27,99,100,1.01,RU,2023-02-08 21:18:51
399,huarmey,-10.0681,-78.1522,25.23,74,34,4.69,PE,2023-02-08 21:18:52
400,flin flon,54.7682,-101.865,-4.09,58,20,5.14,CA,2023-02-08 21:18:52
401,kyshtovka,56.555,76.6271,-28.11,100,100,1.78,RU,2023-02-08 21:18:53
402,cotonou,6.3654,2.4183,27.99,83,20,5.14,BJ,2023-02-08 21:18:53
403,burnie,-41.0667,145.9167,16.64,86,99,5.34,AU,2023-02-08 21:13:01
404,gbely,48.718,17.1163,-2.94,85,0,2.52,SK,2023-02-08 21:18:54
405,beaufort,5.3473,115.7455,22.47,92,57,1.44,MY,2023-02-08 21:18:54
406,bay roberts,47.5999,-53.2648,0.08,91,98,2.68,CA,2023-02-08 21:18:55
407,bulawayo,-20.15,28.5833,19.85,62,55,1.88,ZW,2023-02-08 21:14:00
408,maracana,-0.7667,-47.45,25.22,88,98,1.84,BR,2023-02-08 21:18:55
409,gat,31.61,34.7642,8.0,100,59,1.72,IL,2023-02-08 21:11:26
410,playa vicente,17.8333,-95.8167,30.94,50,0,2.01,MX,2023-02-08 21:18:56
411,utica,43.1009,-75.2327,6.49,62,46,1.34,US,2023-02-08 21:15:22
412,kahului,20.8947,-156.47,26.01,57,20,9.26,US,2023-02-08 21:10:44
413,takoradi,4.8845,-1.7554,26.62,81,100,3.05,GH,2023-02-08 21:18:57
414,lobito,-12.3481,13.5456,24.55,78,83,2.37,AO,2023-02-08 21:10:50
415,itarema,-2.9248,-39.9167,26.63,75,84,5.23,BR,2023-02-08 21:18:57
416,mugur-aksy,50.35,90.5,-17.56,91,99,2.16,RU,2023-02-08 21:18:58
417,chalons-en-champagne,48.9539,4.3672,-1.43,88,0,3.0,FR,2023-02-08 21:18:58
418,yuzhnyy,53.2542,83.6936,-18.79,71,75,1.0,RU,2023-02-08 21:18:58
419,yumen,40.2833,97.2,-4.28,55,0,1.4,CN,2023-02-08 21:15:14
420,tarko-sale,64.9225,77.785,-15.5,94,100,9.03,RU,2023-02-08 21:18:59
421,borisovka,50.6236,35.9903,-11.92,96,32,1.81,RU,2023-02-08 21:18:59
422,pierre,44.3683,-100.351,9.51,49,0,2.06,US,2023-02-08 21:17:33
423,ogbomosho,8.133,4.25,29.82,26,51,0.98,NG,2023-02-08 21:19:00
424,thompson,55.7435,-97.8558,-8.67,85,97,3.69,CA,2023-02-08 21:15:11
425,hollister,36.8525,-121.4016,21.21,51,0,0.0,US,2023-02-08 21:17:37
426,kortkeros,61.8106,51.5806,-2.0,94,99,3.12,RU,2023-02-08 21:19:01
427,zhanaozen,43.3,52.8,-1.77,63,96,8.16,KZ,2023-02-08 21:19:01
428,taltal,-25.4,-70.4833,22.86,71,24,2.74,CL,2023-02-08 21:10:43
429,sanmihaiu roman,45.7044,21.0889,-2.19,74,2,2.3,RO,2023-02-08 21:19:02
430,torbay,47.6666,-52.7314,-0.34,96,100,10.29,CA,2023-02-08 21:09:03
431,oussouye,12.485,-16.5469,26.1,60,0,3.77,SN,2023-02-08 21:19:03
432,lasa,46.6166,10.7002,-3.88,81,34,0.68,IT,2023-02-08 21:11:12
433,cherskiy,68.75,161.3,-32.65,98,100,3.58,RU,2023-02-08 21:19:04
434,port keats,-14.25,129.55,28.31,81,100,4.79,AU,2023-02-08 21:19:05
435,linden,6.0,-58.3,25.34,90,74,1.59,GY,2023-02-08 21:19:05
436,villarrica,-25.75,-56.4333,34.76,23,98,3.22,PY,2023-02-08 21:19:06
437,batagay-alyta,67.8006,130.4114,-43.07,99,59,1.5,RU,2023-02-08 21:11:04
438,sfantu gheorghe,45.8667,25.7833,-16.21,97,50,1.09,RO,2023-02-08 21:19:07
439,oranjemund,-28.55,16.4333,17.59,96,31,1.77,NA,2023-02-08 21:10:37
440,porlamar,10.958,-63.8491,25.6,79,5,7.29,VE,2023-02-08 21:19:07
441,zhumadian,32.9794,114.0294,4.3,96,100,4.44,CN,2023-02-08 21:19:08
442,ahipara,-35.1667,173.1667,19.86,71,7,4.11,NZ,2023-02-08 21:09:27
443,brawley,32.9787,-115.5303,22.14,16,0,2.57,US,2023-02-08 21:19:09
444,ashqelon,31.6693,34.5715,7.94,69,45,3.14,IL,2023-02-08 21:19:09
445,batticaloa,7.7102,81.6924,25.09,83,100,2.76,LK,2023-02-08 21:10:50
446,cortes,41.9395,-1.4396,7.03,82,95,0.95,ES,2023-02-08 21:19:10
447,faya,18.3851,42.4509,11.29,67,97,1.44,SA,2023-02-08 21:19:11
448,katobu,-4.9408,122.5276,24.15,91,100,1.16,ID,2023-02-08 21:19:11
449,uige,-7.6087,15.0613,19.79,91,17,1.0,AO,2023-02-08 21:19:12
450,klaksvik,62.2266,-6.589,2.51,65,90,12.58,FO,2023-02-08 21:17:58
451,adamovka,51.5223,59.9396,-21.15,100,94,3.75,RU,2023-02-08 21:19:13
452,ouadda,8.0777,22.4007,22.53,16,16,3.7,CF,2023-02-08 21:19:13
453,puerto baquerizo moreno,-0.9,-89.6,27.55,83,75,1.03,EC,2023-02-08 21:19:14
454,ketchikan,55.3422,-131.6461,5.99,87,100,2.57,US,2023-02-08 21:18:39
455,mabaruma,8.2,-59.7833,27.0,83,40,2.06,GY,2023-02-08 21:19:15
456,ixtapa,20.7,-105.2,23.57,69,0,4.63,MX,2023-02-08 21:19:16
457,hurricane,37.1753,-113.2899,15.19,38,0,2.05,US,2023-02-08 21:16:57
458,iquique,-20.2208,-70.1431,26.02,72,39,3.25,CL,2023-02-08 21:19:17
459,barbacena,-21.2258,-43.7736,16.73,94,75,1.54,BR,2023-02-08 21:19:17
460,atocha,-20.9333,-66.2333,13.21,56,86,4.35,BO,2023-02-08 21:19:18
461,pagudpud,18.5616,120.7868,22.8,80,10,4.52,PH,2023-02-08 21:19:19
462,surab,28.4914,66.2585,11.18,55,90,3.71,PK,2023-02-08 21:19:19
463,lata,40.1629,-8.3327,12.12,75,30,2.83,PT,2023-02-08 21:10:59
464,porgera,-5.4667,143.2,7.1,100,100,0.36,PG,2023-02-08 21:19:20
465,kloulklubed,7.0419,134.2556,23.28,71,100,4.53,PW,2023-02-08 21:19:21
466,aksu,41.1231,80.2644,-4.63,82,69,2.34,CN,2023-02-08 21:19:22
467,reconquista,-29.15,-59.65,37.16,24,43,1.59,AR,2023-02-08 21:19:22
468,palmer,42.1584,-72.3287,8.81,47,20,6.17,US,2023-02-08 21:18:51
469,cusuna,15.85,-85.2333,28.82,55,8,5.65,HN,2023-02-08 21:19:23
470,voi,-3.3945,38.563,22.17,87,78,2.33,KE,2023-02-08 21:19:24
471,urumqi,43.801,87.6005,-10.47,92,100,1.0,CN,2023-02-08 21:16:01
472,te anau,-45.4167,167.7167,10.52,64,81,0.96,NZ,2023-02-08 21:09:43
473,maceio,-9.6658,-35.7353,26.69,78,75,4.12,BR,2023-02-08 21:14:57
474,port blair,11.6667,92.75,24.02,83,40,0.0,IN,2023-02-08 21:19:25
475,ulaangom,49.9811,92.0667,-25.8,90,100,1.32,MN,2023-02-08 21:19:25
476,kotar,24.7167,80.9833,14.28,41,0,2.15,IN,2023-02-08 21:19:26
477,valparaiso,-33.0393,-71.6273,23.13,66,40,4.12,CL,2023-02-08 21:15:56
478,kajaani,64.2273,27.7285,0.03,93,100,7.2,FI,2023-02-08 21:18:41
479,muskogee,35.5834,-95.3336,12.2,98,100,3.09,US,2023-02-08 21:14:30
480,mokhsogollokh,61.4681,128.9203,-43.1,100,100,0.97,RU,2023-02-08 21:19:27
481,noumea,-22.2763,166.4572,28.33,99,100,4.28,NC,2023-02-08 21:18:14
482,dharchula,29.85,80.5333,9.14,33,2,3.55,IN,2023-02-08 21:19:28
483,lumeje,-11.55,20.7833,17.36,89,83,1.9,AO,2023-02-08 21:19:28
484,yaan,7.3833,8.5667,30.19,13,75,2.07,NG,2023-02-08 21:19:29
485,zaysan,47.4667,84.8667,-11.95,89,100,0.99,KZ,2023-02-08 21:19:30
486,kamenka,51.3223,42.7678,-15.24,98,78,2.17,RU,2023-02-08 21:19:30
487,mirai,-21.1953,-42.6142,22.12,97,100,1.78,BR,2023-02-08 21:19:31
488,svetlogorsk,52.6333,29.7333,-7.84,91,96,2.91,BY,2023-02-08 21:19:32
489,kuching,1.55,110.3333,25.68,92,40,1.03,MY,2023-02-08 21:19:32
490,avallon,47.4833,3.9,-1.25,77,0,1.57,FR,2023-02-08 21:19:33
491,bonnyville,54.2668,-110.735,-0.38,83,20,3.0,CA,2023-02-08 21:19:34
492,bor,56.3567,44.0669,-5.04,96,100,2.48,RU,2023-02-08 21:19:34
493,yining,29.0361,114.5636,8.37,96,100,1.22,CN,2023-02-08 21:19:35
494,tual,-5.6667,132.75,26.24,89,100,10.74,ID,2023-02-08 21:11:51
495,maketu,-37.7667,176.45,21.68,55,0,5.71,NZ,2023-02-08 21:19:36
496,yerbogachen,61.2767,108.0108,-21.85,98,100,2.17,RU,2023-02-08 21:11:01
497,ngunguru,-35.6167,174.5,19.5,68,4,4.32,NZ,2023-02-08 21:10:46
498,villacarrillo,38.1156,-3.0848,5.44,69,54,1.9,ES,2023-02-08 21:10:26
499,dzilam gonzalez,21.2833,-88.9333,32.38,38,5,4.13,MX,2023-02-08 21:19:37
500,pacific grove,36.6177,-121.9166,19.66,66,0,3.6,US,2023-02-08 21:09:45
501,baiut,47.6167,24.0,-8.88,93,5,1.0,RO,2023-02-08 21:19:37
502,constitucion,-35.3333,-72.4167,21.38,58,16,6.37,CL,2023-02-08 21:19:38
503,mount isa,-20.7333,139.5,23.87,100,75,1.03,AU,2023-02-08 21:07:02
504,krasnoselkup,65.7,82.4667,-19.17,92,100,7.12,RU,2023-02-08 21:19:38
505,riyadh,24.6877,46.7219,13.08,38,56,4.86,SA,2023-02-08 21:09:52
506,gisborne,-38.6533,178.0042,18.67,60,2,1.23,NZ,2023-02-08 21:19:39
507,tura,25.5198,90.2201,14.9,62,1,1.59,IN,2023-02-08 21:11:02
508,manicore,-5.8092,-61.3003,30.97,66,0,2.06,BR,2023-02-08 21:19:40
509,buraydah,26.326,43.975,11.25,39,100,3.99,SA,2023-02-08 21:19:40
510,scarborough,54.2797,-0.4044,4.81,71,100,5.36,GB,2023-02-08 21:11:29
511,solnechnyy,50.7214,136.6319,-28.43,98,99,1.44,RU,2023-02-08 21:11:54
512,puerto quijarro,-17.7833,-57.7667,30.07,60,98,1.75,BO,2023-02-08 21:19:41
513,caconda,-13.7333,15.0667,16.21,72,93,1.5,AO,2023-02-08 21:19:41
514,kusti,13.1629,32.6635,21.77,11,9,5.82,SD,2023-02-08 21:19:42
515,tilichiki,60.4667,166.1,-27.73,88,91,4.66,RU,2023-02-08 21:19:42
516,araouane,18.9048,-3.5265,23.09,16,4,5.22,ML,2023-02-08 21:19:43
517,saint-pierre,-21.3393,55.4781,24.82,69,0,2.57,RE,2023-02-08 21:18:25
518,krasnaya gora,52.9995,31.6023,-8.14,93,98,3.25,RU,2023-02-08 21:19:43
519,abonnema,4.7084,6.7931,27.64,75,16,3.92,NG,2023-02-08 21:19:44
520,pisco,-13.7,-76.2167,26.03,73,0,9.77,PE,2023-02-08 21:11:46
521,amapa,1.0,-52.0,23.51,97,100,1.73,BR,2023-02-08 21:10:34
522,raudeberg,61.9875,5.1352,5.53,93,100,21.08,NO,2023-02-08 21:19:45
523,rawson,-43.3002,-65.1023,28.37,29,71,11.86,AR,2023-02-08 21:16:03
524,cairns,-16.9167,145.7667,26.7,94,64,0.0,AU,2023-02-08 21:16:41
525,naze,28.3667,129.4833,16.51,71,99,6.39,JP,2023-02-08 21:19:46
526,santa cruz del sur,20.7147,-77.9956,30.28,46,1,2.88,CU,2023-02-08 21:19:46
527,muros,42.7762,-9.0603,8.8,77,0,4.02,ES,2023-02-08 21:19:47
528,kostomuksha,64.571,30.5767,0.11,89,100,7.96,RU,2023-02-08 21:19:47
529,kitimat,54.0524,-128.6534,3.84,38,100,1.78,CA,2023-02-08 21:15:11
530,tongliao,43.6125,122.2653,-8.55,59,100,1.47,CN,2023-02-08 21:19:48
531,alihe,50.5667,123.7167,-28.17,99,45,1.25,CN,2023-02-08 21:19:48
532,kozan,37.4552,35.8157,0.24,52,39,4.72,TR,2023-02-08 21:19:49
533,alice springs,-23.7,133.8833,19.75,83,6,2.57,AU,2023-02-08 21:10:25
534,seymchan,62.8833,152.4333,-38.92,99,99,0.82,RU,2023-02-08 21:19:50
535,puerto del rosario,28.5004,-13.8627,17.86,68,20,2.06,ES,2023-02-08 21:12:05
536,chulman,56.8479,124.9104,-31.67,99,100,0.88,RU,2023-02-08 21:11:51
537,atasu,48.6814,71.6433,-12.55,95,100,4.9,KZ,2023-02-08 21:19:50
538,inirida,3.8653,-67.9239,31.21,56,54,1.12,CO,2023-02-08 21:19:51
539,mackay,-21.15,149.2,26.49,79,94,11.05,AU,2023-02-08 21:19:51
540,olga,43.7444,135.2892,-15.43,84,4,2.18,RU,2023-02-08 21:19:52
541,portland,45.5234,-122.6762,11.53,75,75,2.57,US,2023-02-08 21:15:29
542,yatou,37.15,122.3833,0.48,55,97,2.47,CN,2023-02-08 21:08:47
543,kandalaksha,67.162,32.4123,0.44,83,100,6.73,RU,2023-02-08 21:19:52
544,northam,51.0333,-4.2167,7.01,85,96,5.92,GB,2023-02-08 21:12:28
545,chengde,40.9725,117.9361,-2.72,32,100,1.06,CN,2023-02-08 21:19:53
546,vieques,18.425,-65.8329,27.14,69,40,8.75,PR,2023-02-08 21:19:53
547,majene,-3.5403,118.9707,26.13,74,100,3.07,ID,2023-02-08 21:19:54
548,samarai,-10.6167,150.6667,25.67,90,100,6.0,PG,2023-02-08 21:19:54
549,touros,-5.1989,-35.4608,26.61,74,71,6.02,BR,2023-02-08 21:19:55
550,sao felix do xingu,-6.6447,-51.995,22.64,97,100,0.34,BR,2023-02-08 21:19:56
551,bilma,18.6853,12.9164,20.83,16,6,3.04,NE,2023-02-08 21:19:56
552,walla walla,46.0646,-118.343,10.83,56,40,3.58,US,2023-02-08 21:19:56
553,mendi,-6.1761,143.6513,13.69,96,100,1.21,PG,2023-02-08 21:19:57
554,maxixe,-23.8597,35.3472,26.02,88,26,3.68,MZ,2023-02-08 21:19:57
555,murray bridge,-35.1167,139.2667,20.19,69,4,1.59,AU,2023-02-08 21:12:01
556,lakes entrance,-37.8811,147.981,18.42,88,100,3.7,AU,2023-02-08 21:19:58
557,ayer molek,2.2033,102.3171,23.61,92,100,3.71,MY,2023-02-08 21:19:58
558,sinnamary,5.3833,-52.95,24.96,88,100,5.5,GF,2023-02-08 21:11:16
559,daye,30.0833,114.95,7.65,88,100,1.03,CN,2023-02-08 21:19:59
560,moffat,55.3323,-3.4454,4.78,94,100,5.43,GB,2023-02-08 21:17:47
561,nouakchott,18.0858,-15.9785,22.96,30,100,5.05,MR,2023-02-08 21:18:37
562,phulabani,20.4667,84.2333,16.61,37,48,1.41,IN,2023-02-08 21:19:59
563,mao,39.8885,4.2658,9.31,76,75,4.12,ES,2023-02-08 21:20:00
564,caucaia,-3.7361,-38.6531,27.97,75,0,3.09,BR,2023-02-08 21:16:03
565,tezu,27.9167,96.1667,13.9,60,38,1.34,IN,2023-02-08 21:20:01
566,karratha,-20.7377,116.8463,29.64,68,9,2.17,AU,2023-02-08 21:20:02
567,santa rosalia,27.3167,-112.2833,18.89,31,0,5.61,MX,2023-02-08 21:20:03
568,paamiut,61.994,-49.6678,-3.31,95,100,13.3,GL,2023-02-08 21:20:04
569,balkanabat,39.5108,54.3671,4.86,80,100,2.83,TM,2023-02-08 21:20:05
570,palimbang,6.2106,124.1894,24.34,85,100,0.67,PH,2023-02-08 21:20:05
571,kibala,9.1104,18.3463,27.07,14,10,2.49,TD,2023-02-08 21:20:06
572,trairi,-3.2778,-39.2689,26.55,73,98,5.21,BR,2023-02-08 21:20:04
573,novoseleznevo,55.6821,69.2056,-22.84,99,86,3.52,RU,2023-02-08 21:20:09
574,poplar bluff,36.757,-90.3929,9.88,87,100,4.12,US,2023-02-08 21:20:10
575,bonthe,7.5264,-12.505,25.32,79,51,3.0,SL,2023-02-08 21:18:06
